Language_ID,Value
nucl1347,ɲ
nucl1347,ŋ
nucl1347,ø
nucl1347,oː
nucl1347,ɔ
nucl1347,ɔː
nucl1347,p
nucl1347,qχ
nucl1347,ɾ
nucl1347,s
nucl1347,t
nucl1347,u
nucl1347,uː
nucl1347,w
nucl1347,ʔ
nucl1347,χ
dagb1246,˥
dagb1246,˩
dagb1246,a
dagb1246,aː
dagb1246,b
dagb1246,d
dagb1246,d̠ʒ
dagb1246,eː
dagb1246,ə
dagb1246,f
dagb1246,ɡ
dagb1246,ɡb
dagb1246,i
dagb1246,iː
dagb1246,iɛ
dagb1246,j
dagb1246,k
dagb1246,kp
dagb1246,l
dagb1246,m
dagb1246,n
dagb1246,ɲ
dagb1246,ŋ
dagb1246,ŋm
dagb1246,oː
dagb1246,p
dagb1246,s
dagb1246,ʃ
dagb1246,t
dagb1246,t̠ʃ
dagb1246,u
dagb1246,uː
dagb1246,uɔ
dagb1246,v
dagb1246,w
dagb1246,z
dagb1246,ʒ
akan1250,˥
akan1250,˧
akan1250,˩
akan1250,a
akan1250,ã
akan1250,b
akan1250,ç
akan1250,cçʰ
akan1250,cçʷʰ
akan1250,çʷ
akan1250,d
akan1250,e
akan1250,f
akan1250,ɡ
akan1250,h
akan1250,i
akan1250,ĩ
akan1250,ɪ
akan1250,ɪ̃
akan1250,j
akan1250,ɟʝ
akan1250,ɟʝʷ
akan1250,kʰ
akan1250,kʷʰ
akan1250,m̩
akan1250,n̩
akan1250,o
akan1250,øː
akan1250,œː
akan1250,ɔ
akan1250,pʰ
akan1250,r
akan1250,r̩
akan1250,s
akan1250,tʰ
akan1250,u
akan1250,ũ
akan1250,ʊ
akan1250,ʊ̃
akan1250,w
gaaa1244,˥
gaaa1244,˧
gaaa1244,˩
gaaa1244,a̟
gaaa1244,ã̟
gaaa1244,b
gaaa1244,d
gaaa1244,d̠ʒ
gaaa1244,d̠ʒʷ
gaaa1244,e
gaaa1244,ɛ
gaaa1244,ɛ̃
gaaa1244,f
gaaa1244,ɡ
gaaa1244,ɡb
gaaa1244,h
gaaa1244,i
gaaa1244,ĩ
gaaa1244,j
gaaa1244,kʰ
gaaa1244,kp
gaaa1244,l
gaaa1244,l̩
gaaa1244,m
gaaa1244,n̩
gaaa1244,ɲ
gaaa1244,ŋ
gaaa1244,ŋ̩
gaaa1244,ŋm
gaaa1244,o
gaaa1244,ɔ
gaaa1244,ɔ̃
gaaa1244,pʰ
gaaa1244,r̩
gaaa1244,ɹ
gaaa1244,s
gaaa1244,ʃ
gaaa1244,ʃʷ
gaaa1244,tʰ
gaaa1244,t̠ʃʰ
gaaa1244,t̠ʃʷ
gaaa1244,u
gaaa1244,ũ
gaaa1244,ɥ
gaaa1244,v
gaaa1244,w
gaaa1244,z
ewee1241,˥
ewee1241,˧
ewee1241,˩
ewee1241,a
ewee1241,ã
ewee1241,b
ewee1241,d̻
ewee1241,d̻z̻
ewee1241,e
ewee1241,ẽ
ewee1241,ɛ
ewee1241,ɛ̃
ewee1241,f
ewee1241,ɡ
ewee1241,ɡb
ewee1241,ħ
ewee1241,i
ewee1241,ĩ
ewee1241,j
ewee1241,kʰ
ewee1241,kp
ewee1241,l
ewee1241,m
ewee1241,m̩
ewee1241,n
ewee1241,ɲ
ewee1241,ŋ
ewee1241,ŋ̩
ewee1241,o
ewee1241,õ
ewee1241,ɔ
ewee1241,ɔ̃
ewee1241,pʰ
ewee1241,ɸ
ewee1241,ɾ
ewee1241,s
ewee1241,t̻ʰ
ewee1241,t̻s̻
ewee1241,u
ewee1241,ũ
ewee1241,v
ewee1241,w
ewee1241,z
ewee1241,ʕ
ewee1241,β
nucl1417,˥
nucl1417,˧
nucl1417,˩
nucl1417,a
nucl1417,ã
nucl1417,b
nucl1417,b̤
nucl1417,bʲ
nucl1417,b̤ʲ
nucl1417,ɓ
nucl1417,ɓ̥
nucl1417,d
nucl1417,d̤
nucl1417,d̠ʒ
nucl1417,d̠ʒ̤
nucl1417,ɗ̥
nucl1417,e
nucl1417,ẽ
nucl1417,ɛ
nucl1417,ɛ̃
nucl1417,f
nucl1417,ɡ
nucl1417,ɡ̤
nucl1417,ɡʷ
nucl1417,ɡ̤ʷ
nucl1417,ɣ
nucl1417,h
nucl1417,hʲ
nucl1417,hʷ
nucl1417,i
nucl1417,ĩ
nucl1417,j
nucl1417,k
nucl1417,kʰ
nucl1417,kʷ
nucl1417,kʷʰ
nucl1417,l
nucl1417,m
nucl1417,m̩
nucl1417,n
nucl1417,ɲ
nucl1417,ŋ
nucl1417,ŋʷ
nucl1417,o
nucl1417,õ
nucl1417,ɔ
nucl1417,ɔ̃
nucl1417,p
nucl1417,pʰ
nucl1417,pʲ
nucl1417,pʲʰ
nucl1417,ɾ
nucl1417,ɾʲ
nucl1417,s
nucl1417,t
nucl1417,tʰ
nucl1417,t̠ʃ
nucl1417,t̠ʃʰ
nucl1417,u
nucl1417,ũ
nucl1417,ʊ
nucl1417,ʊ̃
nucl1417,v
nucl1417,w
nucl1417,z
beem1239,˥
beem1239,˩
beem1239,a
beem1239,ã
beem1239,aː
beem1239,ãː
beem1239,ɛ
beem1239,ɛ̃
beem1239,ɛː
beem1239,ɛ̃ː
beem1239,f
beem1239,h
beem1239,i
beem1239,ĩ
beem1239,iː
beem1239,ĩː
beem1239,j
beem1239,kʰ
beem1239,l
beem1239,m
beem1239,n
beem1239,ɲ
beem1239,ɔ
beem1239,ɔ̃
beem1239,ɔː
beem1239,ɔ̃ː
beem1239,p
beem1239,pf
beem1239,pfʰ
beem1239,pʰ
beem1239,s
beem1239,t
beem1239,tʰ
beem1239,ts
beem1239,tsʰ
beem1239,u
beem1239,ũ
beem1239,uː
beem1239,ũː
beem1239,v
beem1239,w
swah1253,a
swah1253,ɓ
swah1253,ð
swah1253,ɗ
swah1253,e
swah1253,f
swah1253,ɠ
swah1253,ɣ
swah1253,h
swah1253,i
swah1253,j
swah1253,ʄ
swah1253,k
swah1253,kʰ
swah1253,l
swah1253,m
swah1253,m̩
swah1253,n
swah1253,n̩
swah1253,ɲ
swah1253,ŋ
swah1253,o
swah1253,p
swah1253,pʰ
swah1253,r
swah1253,s
swah1253,ʃ
swah1253,t
swah1253,tʰ
swah1253,t̠ʃ
swah1253,t̠ʃʰ
swah1253,u
swah1253,v
swah1253,w
swah1253,z
swah1253,θ
luva1239,˥
luva1239,˦
luva1239,˨
luva1239,˩
luva1239,a
luva1239,aː
luva1239,e
luva1239,eː
luva1239,f
luva1239,h
luva1239,i
luva1239,iː
luva1239,j
luva1239,k
luva1239,m
luva1239,mb
luva1239,n
luva1239,nd
luva1239,n̠d̠ʒ
luva1239,ɲ
luva1239,ŋ
luva1239,ŋɡ
luva1239,o
luva1239,oː
luva1239,p
luva1239,ɺ
luva1239,s
luva1239,ʃ
luva1239,t
luva1239,t̠ʃ
luva1239,u
luva1239,uː
luva1239,ʋ
luva1239,w
luva1239,z
luva1239,ʒ
zulu1248,˥
zulu1248,˥˦
zulu1248,˩
zulu1248,ɒ
zulu1248,ɓ
zulu1248,d̠ʒ
zulu1248,ɛ
zulu1248,f
zulu1248,h
zulu1248,ɦ
zulu1248,i
zulu1248,j
zulu1248,k
zulu1248,k͉
zulu1248,kʰ
zulu1248,kʟ͓̥ʼ
zulu1248,kʼ
zulu1248,kǀ
zulu1248,kǁ
zulu1248,kǃ
zulu1248,l
zulu1248,ɬ
zulu1248,ɮ
zulu1248,m
zulu1248,m̩
zulu1248,n
zulu1248,n̩
zulu1248,ɲ̟
zulu1248,ɔ
zulu1248,p
zulu1248,pʰ
zulu1248,pʼ
zulu1248,s
zulu1248,ʃ
zulu1248,t
zulu1248,tʰ
zulu1248,tsʼ
zulu1248,t̠ʃʼ
zulu1248,tʼ
zulu1248,u
zulu1248,v
zulu1248,w
zulu1248,z
gbay1287,˥
gbay1287,˩
gbay1287,a
gbay1287,ã
gbay1287,æ̃
gbay1287,b
gbay1287,ɓ
gbay1287,d
gbay1287,ɗ
gbay1287,e
gbay1287,ɛ
gbay1287,f
gbay1287,ɡ
gbay1287,ɡb
gbay1287,h
gbay1287,i
gbay1287,ĩ
gbay1287,j
gbay1287,k
gbay1287,kp
gbay1287,l
gbay1287,m
gbay1287,mb
gbay1287,n
gbay1287,nd
gbay1287,ŋ
gbay1287,ŋɡ
gbay1287,ŋm
gbay1287,ŋmɡb
gbay1287,o
gbay1287,ɔ
gbay1287,ɔ̃
gbay1287,p
gbay1287,ɾ
gbay1287,s
gbay1287,t
gbay1287,u
gbay1287,ũ
gbay1287,v
gbay1287,ⱱ
gbay1287,w
gbay1287,z
gbay1287,ʔ
gbay1287,ˀm
gbay1287,ˀn
koyr1242,a
koyr1242,ã
koyr1242,aː
koyr1242,b
koyr1242,bː
koyr1242,d
koyr1242,dː
koyr1242,dʲ
koyr1242,e
koyr1242,ẽ
koyr1242,e̞ː
koyr1242,ɛ
koyr1242,f
koyr1242,ɡ
koyr1242,ɡː
koyr1242,h
koyr1242,i
koyr1242,iː
koyr1242,j
koyr1242,jː
koyr1242,k
koyr1242,kː
koyr1242,l
koyr1242,lː
koyr1242,m
koyr1242,mː
koyr1242,n
koyr1242,nː
koyr1242,ɲ
koyr1242,ŋ
koyr1242,o
koyr1242,õ
koyr1242,oː
koyr1242,p
koyr1242,pː
koyr1242,r
koyr1242,rː
koyr1242,s
koyr1242,ʃ
koyr1242,t
koyr1242,tː
koyr1242,tʲ
koyr1242,u
koyr1242,ũ
koyr1242,uː
koyr1242,w
koyr1242,z
koyr1242,ʒ
cent2050,˥
cent2050,˥˩
cent2050,˩
cent2050,˩˥
cent2050,a̟
cent2050,b
cent2050,d
cent2050,d̠ʒ
cent2050,e̞
cent2050,f
cent2050,ɡ
cent2050,h
cent2050,i
cent2050,ɨ
cent2050,j
cent2050,k
cent2050,l
cent2050,ɭ
cent2050,m
cent2050,n
cent2050,ɲ
cent2050,ŋ
cent2050,o̞
cent2050,p
cent2050,ɸ
cent2050,r
cent2050,s
cent2050,ʃ
cent2050,t
cent2050,t̠ʃ
cent2050,u
cent2050,w
cent2050,x
cent2050,z
cent2050,ʔ
lugb1240,˥
lugb1240,˧
lugb1240,˩
lugb1240,a
lugb1240,ã
lugb1240,b
lugb1240,d̪
lugb1240,dz
lugb1240,e
lugb1240,ɛ
lugb1240,ɜ
lugb1240,f
lugb1240,ɡ
lugb1240,ɡb
lugb1240,h
lugb1240,i
lugb1240,ɪ
lugb1240,j
lugb1240,k
lugb1240,kp
lugb1240,m
lugb1240,n
lugb1240,n̩
lugb1240,ɲ
lugb1240,o
lugb1240,o̯
lugb1240,ɔ
lugb1240,p
lugb1240,r
lugb1240,ɺ
lugb1240,s
lugb1240,t̪
lugb1240,ts
lugb1240,u
lugb1240,ʊ
lugb1240,v
lugb1240,z
lugb1240,ʔ
lugb1240,ˀb
lugb1240,ˀd̪
lugb1240,ˀj
lugb1240,ˀo̯
nobi1240,˥
nobi1240,˩
nobi1240,a
nobi1240,aː
nobi1240,b
nobi1240,bː
nobi1240,d
nobi1240,dː
nobi1240,d̠ʒ
nobi1240,e̞
nobi1240,e̞ː
nobi1240,f
nobi1240,fː
nobi1240,ɡ
nobi1240,h
nobi1240,i
nobi1240,iː
nobi1240,j
nobi1240,jː
nobi1240,k
nobi1240,kː
nobi1240,l
nobi1240,lː
nobi1240,m
nobi1240,mː
nobi1240,n
nobi1240,nː
nobi1240,ɲ
nobi1240,ɲː
nobi1240,o̞
nobi1240,o̞ː
nobi1240,r
nobi1240,rː
nobi1240,s
nobi1240,sː
nobi1240,ʃ
nobi1240,ʃː
nobi1240,t
nobi1240,tː
nobi1240,t̠ʃ
nobi1240,t̠ʃː
nobi1240,u
nobi1240,uː
nobi1240,w
nobi1240,wː
luok1236,˧
luok1236,˧˦
luok1236,˧˩
luok1236,a
luok1236,æ
luok1236,ɒ
luok1236,b
luok1236,d
luok1236,d̪ð
luok1236,d̠ʒ
luok1236,e̞
luok1236,f
luok1236,ɡ
luok1236,h
luok1236,i
luok1236,ɪ
luok1236,j
luok1236,kʰ
luok1236,l
luok1236,m
luok1236,n
luok1236,ɲ
luok1236,ŋ
luok1236,o̞
luok1236,pʰ
luok1236,ɾ
luok1236,s
luok1236,ʃ
luok1236,tʰ
luok1236,t̠ʃʰ
luok1236,t̪θʰ
luok1236,u
luok1236,ʊ
luok1236,w
luok1236,ʔ
masa1300,˥
masa1300,˥˩
masa1300,˧
masa1300,˩
masa1300,a
masa1300,aː
masa1300,ɓ
masa1300,ɗ
masa1300,e
masa1300,eː
masa1300,ɛ
masa1300,ɛː
masa1300,ɠ
masa1300,i
masa1300,iː
masa1300,ɪ
masa1300,ɪː
masa1300,j
masa1300,jː
masa1300,ʄ
masa1300,k
masa1300,l
masa1300,m
masa1300,n
masa1300,ɲ
masa1300,ŋ
masa1300,o
masa1300,oː
masa1300,ɔ
masa1300,ɔː
masa1300,p
masa1300,r̥
masa1300,ɾ
masa1300,s
masa1300,ʃ
masa1300,t
masa1300,t̠ʃ
masa1300,u
masa1300,uː
masa1300,ʊ
masa1300,ʊː
masa1300,w
masa1300,wː
nama1265,˥˦
nama1265,˧˥
nama1265,˧˦
nama1265,˧˩
nama1265,˨
nama1265,˩˨
nama1265,a̟
nama1265,ã̟
nama1265,c
nama1265,e
nama1265,f
nama1265,h
nama1265,i
nama1265,ɪ̃
nama1265,k
nama1265,kxʰ
nama1265,kǀ
nama1265,kǁ
nama1265,kǂ
nama1265,kǃ
nama1265,l
nama1265,m
nama1265,n
nama1265,o
nama1265,p
nama1265,r
nama1265,s
nama1265,t
nama1265,tsʰ
nama1265,u
nama1265,ũ
nama1265,x
nama1265,ʔ
iris1253,a
iris1253,ã
iris1253,ɑː
iris1253,ɑ̃ː
iris1253,bʲ
iris1253,bʷˠ
iris1253,ç
iris1253,d
iris1253,d̪
iris1253,d̠ʒ
iris1253,e̞
iris1253,e̯
iris1253,ẽ̞
iris1253,eː
iris1253,ẽː
iris1253,ə̯
iris1253,ɤ̯
iris1253,ɡ
iris1253,ɡ̟
iris1253,ɣ
iris1253,h
iris1253,iː
iris1253,ĩː
iris1253,ɪ
iris1253,ɪ̃
iris1253,j
iris1253,kʰ
iris1253,k̟ʰ
iris1253,lˠ
iris1253,l̪ˠ
iris1253,l̥ˠ
iris1253,lʲ
iris1253,l̥ʲ
iris1253,ʎ
iris1253,mʲ
iris1253,mʷˠ
iris1253,n̪
iris1253,nˠ
iris1253,n̥ˠ
iris1253,nʲ
iris1253,n̥ʲ
iris1253,ɲ
iris1253,ŋ
iris1253,o̞
iris1253,õ̞
iris1253,oː
iris1253,õː
iris1253,pʲʰ
iris1253,pʷˠʰ
iris1253,ɸ̃
iris1253,ɸʷˠ
iris1253,ɾˠ
iris1253,ɾ̥ˠ
iris1253,ɾʲ
iris1253,ɾ̥ʲ
iris1253,s̻
iris1253,ʃʲ
iris1253,tʰ
iris1253,t̪ʰ
iris1253,t̠ʃ
iris1253,uː
iris1253,ũː
iris1253,ɯ̞̯
iris1253,ʊ
iris1253,ʊ̃
iris1253,w
iris1253,x
iris1253,βʲ
bret1244,a̟
bret1244,ɑ̃ː
bret1244,ɒː
bret1244,b
bret1244,cʰ
bret1244,d
bret1244,e̞
bret1244,ə
bret1244,ɛː
bret1244,ɛ̃ː
bret1244,f
bret1244,ɡ
bret1244,i
bret1244,iː
bret1244,j
bret1244,ɟ
bret1244,kʰ
bret1244,l
bret1244,m
bret1244,n
bret1244,ɲ
bret1244,ŋ
bret1244,ø̞
bret1244,o̞
bret1244,oː
bret1244,øː
bret1244,pʰ
bret1244,r
bret1244,s̻
bret1244,ʃ
bret1244,tʰ
bret1244,u
bret1244,uː
bret1244,ɥ
bret1244,v
bret1244,w
bret1244,w̃
bret1244,x
bret1244,y
bret1244,yː
bret1244,z̻
bret1244,ʒ
icel1247,a
icel1247,aː
icel1247,e
icel1247,eː
icel1247,ɛ
icel1247,ɛː
icel1247,f
icel1247,ɣ
icel1247,h
icel1247,i
icel1247,iː
icel1247,j
icel1247,j̥
icel1247,k
icel1247,kʰ
icel1247,l
icel1247,l̥
icel1247,m
icel1247,n
icel1247,n̥
icel1247,ŋˑ
icel1247,ø
icel1247,øː
icel1247,œ
icel1247,œː
icel1247,ɔ
icel1247,ɔː
icel1247,p
icel1247,pʰ
icel1247,r
icel1247,r̥
icel1247,s
icel1247,t
icel1247,tʰ
icel1247,u
icel1247,uː
icel1247,v
icel1247,ʍ
icel1247,θ
norw1259,˥˧˥
norw1259,˩˨
norw1259,a
norw1259,aː
norw1259,æ
norw1259,æː
norw1259,b
norw1259,ç
norw1259,d̪
norw1259,ɖ
norw1259,e̞
norw1259,eː
norw1259,ə
norw1259,f
norw1259,ɡ
norw1259,h
norw1259,iː
norw1259,ɪ
norw1259,j
norw1259,kʰ
norw1259,l̪
norw1259,l̪̩
norw1259,ɭ
norw1259,ɭ̩
norw1259,m
norw1259,m̥
norw1259,n̪
norw1259,ɳ
norw1259,ŋ
norw1259,ø̞ː
norw1259,o̞ː
norw1259,œ
norw1259,pʰ
norw1259,ɹ̩
norw1259,ɾ
norw1259,s
norw1259,ʃ
norw1259,t̪ʰ
norw1259,ʈʰ
norw1259,u
norw1259,uː
norw1259,ʉ
norw1259,ʉː
norw1259,ʊ
norw1259,ʋ
norw1259,yː
norw1259,ʏ
norw1259,ʔ
stan1293,aː
stan1293,æ
stan1293,ɐ
stan1293,ɒ
stan1293,b
stan1293,d
stan1293,ð
stan1293,d̠ʒ
stan1293,e̞
stan1293,ə
stan1293,əː
stan1293,f
stan1293,ɡ
stan1293,h
stan1293,iː
stan1293,ɪ
stan1293,j
stan1293,kʰ
stan1293,l
stan1293,m
stan1293,n
stan1293,ŋ
stan1293,o̞ː
stan1293,ɔ
stan1293,pʰ
stan1293,ɻ
stan1293,s
stan1293,ʃ
stan1293,tʰ
stan1293,t̠ʃ
stan1293,uː
stan1293,ʊ
stan1293,v
stan1293,w
stan1293,ʍ
stan1293,x
stan1293,z
stan1293,ʒ
stan1293,ʔ
stan1293,θ
stan1295,aː
stan1295,ɐ
stan1295,b
stan1295,d
stan1295,eː
stan1295,ə
stan1295,ɛ
stan1295,ɛː
stan1295,f
stan1295,ɡ
stan1295,h
stan1295,iː
stan1295,ɪ
stan1295,j
stan1295,kʰ
stan1295,l
stan1295,m
stan1295,n
stan1295,ŋ
stan1295,oː
stan1295,øː
stan1295,œ
stan1295,ɔ
stan1295,pf
stan1295,pʰ
stan1295,ʀ
stan1295,s
stan1295,ʃ
stan1295,tʰ
stan1295,ts
stan1295,uː
stan1295,ʊ
stan1295,v
stan1295,x
stan1295,yː
stan1295,ʏ
stan1295,z
stan1295,ʒ
stan1295,ʔ
stan1290,a̟
stan1290,æ̃
stan1290,ɒ
stan1290,ɒ̃
stan1290,b
stan1290,d
stan1290,e
stan1290,ɛ
stan1290,ɛː
stan1290,f
stan1290,ɡ̟
stan1290,ɦ
stan1290,i
stan1290,j
stan1290,k̟
stan1290,l
stan1290,m
stan1290,n
stan1290,ɲ
stan1290,ŋ
stan1290,o
stan1290,õ
stan1290,ø
stan1290,ø̞
stan1290,œ
stan1290,œ̃
stan1290,ɔ
stan1290,p
stan1290,r
stan1290,ʀ
stan1290,s
stan1290,ʃ
stan1290,t
stan1290,u
stan1290,ɥ
stan1290,v
stan1290,w
stan1290,y
stan1290,z
stan1290,ʒ
port1283,a
port1283,ɐ̃
port1283,b
port1283,d̪
port1283,e
port1283,ĕ
port1283,ẽ
port1283,ɛ
port1283,f
port1283,ɡ
port1283,i
port1283,ĭ
port1283,ĩ
port1283,j
port1283,k
port1283,l
port1283,ʎ
port1283,m
port1283,ɱ
port1283,n
port1283,ɲ
port1283,ŋ
port1283,o
port1283,õ
port1283,ɔ
port1283,p
port1283,ɾ
port1283,s
port1283,ʃ
port1283,t̪
port1283,u
port1283,ŭ
port1283,ũ
port1283,v
port1283,w
port1283,x
port1283,z̪
port1283,ʒ
stan1288,a
stan1288,ð͉
stan1288,e̞
stan1288,f
stan1288,ɣ
stan1288,i
stan1288,j
stan1288,k
stan1288,l
stan1288,ʎ
stan1288,m
stan1288,n
stan1288,ɲ
stan1288,o̞
stan1288,p
stan1288,r
stan1288,ɾ
stan1288,s
stan1288,t
stan1288,t̠ʃ
stan1288,u
stan1288,w
stan1288,x
stan1288,β
stan1288,θ
roma1327,a
roma1327,b
roma1327,d
roma1327,d̠ʒ
roma1327,e
roma1327,ə
roma1327,ɛ̯
roma1327,f
roma1327,ɡ
roma1327,h
roma1327,i
roma1327,ɨ
roma1327,j
roma1327,k
roma1327,l
roma1327,m
roma1327,n
roma1327,o
roma1327,ɔ̯
roma1327,p
roma1327,ɾ
roma1327,s
roma1327,ʃ
roma1327,t
roma1327,ts
roma1327,t̠ʃ
roma1327,u
roma1327,v
roma1327,w
roma1327,z
roma1327,ʒ
russ1263,a̟
russ1263,b
russ1263,bʲ
russ1263,d
russ1263,d̻ʲ
russ1263,ɛ
russ1263,f
russ1263,fʲ
russ1263,ɡ
russ1263,i
russ1263,j
russ1263,k
russ1263,kʲ
russ1263,lˠ
russ1263,lʲ
russ1263,m
russ1263,mʲ
russ1263,n
russ1263,n̻ʲ
russ1263,o̞
russ1263,p
russ1263,pʲ
russ1263,r
russ1263,rʲ
russ1263,s
russ1263,sʲ
russ1263,ʃˠ
russ1263,t
russ1263,t̻ʲ
russ1263,ts
russ1263,t̠ʃʲ
russ1263,u
russ1263,v
russ1263,vʲ
russ1263,x
russ1263,z
russ1263,zʲ
russ1263,ʒˠ
bulg1262,ɑ
bulg1262,ɑ̃
bulg1262,b
bulg1262,bʲ
bulg1262,d
bulg1262,dʲ
bulg1262,dz
bulg1262,d̠ʒ
bulg1262,ɛ
bulg1262,ɛ̃
bulg1262,ɤ
bulg1262,ɤ̃
bulg1262,f
bulg1262,fʲ
bulg1262,ɡ
bulg1262,ɡʲ
bulg1262,i
bulg1262,ĩ
bulg1262,j
bulg1262,kʰ
bulg1262,kʲʰ
bulg1262,lˠ
bulg1262,lʲ
bulg1262,m
bulg1262,mʲ
bulg1262,n
bulg1262,nʲ
bulg1262,ɔ
bulg1262,ɔ̃
bulg1262,pʰ
bulg1262,pʲʰ
bulg1262,r
bulg1262,rʲ
bulg1262,s
bulg1262,sʲ
bulg1262,ʃ
bulg1262,tʰ
bulg1262,tʲʰ
bulg1262,ts
bulg1262,tsʲ
bulg1262,t̠ʃ
bulg1262,u
bulg1262,ũ
bulg1262,v
bulg1262,vʲ
bulg1262,x
bulg1262,z
bulg1262,zʲ
bulg1262,ʒ
lith1251,a
lith1251,aː
lith1251,æ
lith1251,æː
lith1251,b
lith1251,bʲ
lith1251,d
lith1251,dʲ
lith1251,dz
lith1251,d̠ʒʲ
lith1251,eː
lith1251,ɡ
lith1251,ɡ̟
lith1251,iː
lith1251,ɪ
lith1251,j
lith1251,k
lith1251,k̟
lith1251,lˠ
lith1251,lʲ
lith1251,m
lith1251,mʲ
lith1251,n
lith1251,ɲ
lith1251,oː
lith1251,ɔ
lith1251,p
lith1251,pʲ
lith1251,r
lith1251,rʲ
lith1251,s
lith1251,sʲ
lith1251,ʃ
lith1251,ʃʲ
lith1251,t
lith1251,tʲ
lith1251,ts
lith1251,tsʲ
lith1251,t̠ʃʲ
lith1251,uː
lith1251,ʊ
lith1251,v
lith1251,vʲ
lith1251,x
lith1251,z
lith1251,ʒ
lith1251,ʒʲ
tosk1239,a
tosk1239,b
tosk1239,cç
tosk1239,d
tosk1239,ð
tosk1239,dz
tosk1239,d̠ʒ
tosk1239,e̞
tosk1239,ə
tosk1239,f
tosk1239,ɡ
tosk1239,h
tosk1239,i
tosk1239,j
tosk1239,ɟʝ
tosk1239,k
tosk1239,l
tosk1239,lˠ
tosk1239,m
tosk1239,n
tosk1239,ɲ̟
tosk1239,o̞
tosk1239,p
tosk1239,r
tosk1239,s
tosk1239,ʃ
tosk1239,t
tosk1239,ts
tosk1239,t̠ʃ
tosk1239,u
tosk1239,v
tosk1239,y
tosk1239,z
tosk1239,ʒ
tosk1239,θ
mode1248,ɑ
mode1248,b
mode1248,d
mode1248,ð
mode1248,dz
mode1248,ɛ
mode1248,f
mode1248,ɡ
mode1248,ɣ
mode1248,i
mode1248,j
mode1248,k
mode1248,l
mode1248,m
mode1248,n
mode1248,ɔ
mode1248,p
mode1248,ɾ
mode1248,s
mode1248,t
mode1248,ts
mode1248,u
mode1248,v
mode1248,x
mode1248,z
mode1248,θ
nucl1235,a
nucl1235,ə
nucl1235,ə̯
nucl1235,f
nucl1235,h
nucl1235,i
nucl1235,ie̞
nucl1235,j
nucl1235,k
nucl1235,kʰ
nucl1235,kʼ
nucl1235,l
nucl1235,m
nucl1235,n
nucl1235,o̞
nucl1235,p
nucl1235,pʰ
nucl1235,pʼ
nucl1235,r
nucl1235,ʁ̞
nucl1235,s
nucl1235,ʃ
nucl1235,t
nucl1235,tʰ
nucl1235,ts
nucl1235,tsʰ
nucl1235,tsʼ
nucl1235,t̠ʃ
nucl1235,t̠ʃʰ
nucl1235,t̠ʃʼ
nucl1235,tʼ
nucl1235,u
nucl1235,v
nucl1235,z
nucl1235,ʐ͇
nucl1235,ʒ
nucl1235,χ
west2369,a̟
west2369,ɑ
west2369,b
west2369,d
west2369,d̠ʒ
west2369,e
west2369,f
west2369,ɡ
west2369,ɢ
west2369,h
west2369,i
west2369,j
west2369,kʰ
west2369,l
west2369,m
west2369,n
west2369,o
west2369,pʰ
west2369,r
west2369,s
west2369,ʃ
west2369,tʰ
west2369,t̠ʃ
west2369,u
west2369,v
west2369,w
west2369,z
west2369,ʒ
west2369,ʔ
west2369,χ
cent1973,a
cent1973,ɑː
cent1973,b
cent1973,d
cent1973,dz
cent1973,d̠ʒ
cent1973,ɖ
cent1973,e̞ː
cent1973,ə
cent1973,f
cent1973,ɡ
cent1973,h
cent1973,i
cent1973,j
cent1973,k
cent1973,l
cent1973,m
cent1973,n
cent1973,ɳ
cent1973,o̞ː
cent1973,p
cent1973,r
cent1973,r̠
cent1973,ʁ
cent1973,s
cent1973,ʂ
cent1973,ʃ
cent1973,t
cent1973,ts
cent1973,t̠ʃ
cent1973,ʈ
cent1973,u
cent1973,w
cent1973,z
cent1973,ʐ
cent1973,ʒ
cent1973,β
cent1973,χ
kash1277,a
kash1277,ã
kash1277,aː
kash1277,ãː
kash1277,b
kash1277,d
kash1277,dz
kash1277,d̠ʒʲ
kash1277,ɖ
kash1277,e
kash1277,ẽ
kash1277,eː
kash1277,ẽː
kash1277,ə
kash1277,ə̃
kash1277,əː
kash1277,ə̃ː
kash1277,ɡ
kash1277,ɦ
kash1277,i
kash1277,ĩ
kash1277,iː
kash1277,ĩː
kash1277,ɨ
kash1277,ɨ̆
kash1277,ɨ̃
kash1277,ɨː
kash1277,ɨ̃ː
kash1277,j
kash1277,k
kash1277,kʰ
kash1277,l
kash1277,m
kash1277,n
kash1277,o
kash1277,õ
kash1277,oː
kash1277,õː
kash1277,p
kash1277,pʰ
kash1277,r
kash1277,s
kash1277,ʃʲ
kash1277,t
kash1277,tʰ
kash1277,ts
kash1277,tsʰ
kash1277,t̠ʃʲ
kash1277,t̠ʃʲʰ
kash1277,ʈ
kash1277,ʈʰ
kash1277,u
kash1277,ũ
kash1277,uː
kash1277,ũː
kash1277,w
panj1256,˦˥
panj1256,˧
panj1256,˩
panj1256,a
panj1256,ã
panj1256,æ
panj1256,æ̃
panj1256,ɒ
panj1256,ɒ̃
panj1256,b
panj1256,bː
panj1256,d̻
panj1256,d̻ː
panj1256,d̠ʒ
panj1256,d̠ʒː
panj1256,ɖ
panj1256,ɖː
panj1256,e̞
panj1256,ẽ̞
panj1256,ə
panj1256,ə̃
panj1256,f
panj1256,ɡ
panj1256,ɡː
panj1256,ɦ
panj1256,i
